Group,Kingdom,Phylum,Class,Order,Family,Genus,IUCNName,NCBIName,Status,CRITERIA,YEAR_PUB,Realm,IUCN_THREATS_CATEG,IUCN_N_THREATS,BODY_SIZE,OFFSPRING_SIZE,FECUNDITY,GENERATION_LENGTH,DIET_BREADTH,TROPHIC_LEVEL,DISPERSAL_ABILITY,MICROHABITAT,HABITAT_BREADTH,ALTITUDE_MIN,ALTITUDE_MAX,HFP2009,dHFP,GEOGRAPHICAL_RANGE_SIZE,HUMAN_FOOTPRINT,HABITAT_CONVERSION,Latitud,Longitud,Indice_de_pobreza,Contaminacion_aire,Altitud,Uso_del_suelo
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Neobatrachus,Neobatrachus aquilonius,Neobatrachus aquilonius,LC,,2004.0,Australasia,,,49.12,1.9,1426.0,,,,,1.0,4.0,0,900.0,1.41747786751735,0.0005718569027041,,0.25125840306282,10.8623120960375,5.960936678251274,-63.0342467698444,41.63130225297469,121.25901949623966,2216,Desierto
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Platyplectrum,Platyplectrum spenceri,Platyplectrum spenceri,LC,,2004.0,Australasia,,,45.0,1.35,1128.0,,,,,1.0,4.0,0,1000.0,2.01668252410888,0.0012933690060249,1240900.1,0.97066068649292,14.5081088011701,-6.287281113880956,-37.73340240524873,28.939107924707898,157.89748523546513,4286,Bosque
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Taudactylus,Taudactylus diurnus,Taudactylus diurnus,EX,,2004.0,Australasia,1;3;5;6;7;8;9,8.0,26.5,2.2,19.0,,,,,1.0,3.0,350,800.0,,,0.1,,,9.055833139438892,-30.67010942982906,41.277012918523724,96.35743775186037,1546,Urbano
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria,Litoria myola,Litoria myola,CR,B1,2008.0,Australasia,1;4;7;8;9,8.0,57.0,2.0,509.0,,,,,2.0,3.0,320,360.0,17.4624163309733,0.246767361958822,13.6,16.1152076721191,100.0,3.7497655277563062,-39.74715095183374,41.957908330446074,60.43806627785269,297,Agrícola
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria,Litoria rheocola,Litoria rheocola,EN,A2,2004.0,Australasia,1;4;5;6;7;8;9,9.0,40.5,1.2,123.0,,,,,2.0,3.0,0,1180.0,4.89700488348784,0.427474167381498,6000.1,3.2910692691803,40.9731839355407,-5.689846457728831,-51.64545358261057,30.266789937528817,104.82102879889902,2973,Desierto
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria,Litoria subglandulosa,Litoria subglandulosa,VU,B1 B2,2004.0,Australasia,2;3;5;8;9,6.0,48.0,2.1,292.0,,,,,2.0,6.0,600,1400.0,4.51931069691361,0.505723411570405,37900.1,3.27953743934631,44.333439052754,8.947411809778487,-72.02665812667476,31.267656873843777,154.68728424924467,3146,Desierto
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Cophixalus,Cophixalus exiguus,Cophixalus exiguus,NT,,2004.0,Australasia,1;3;5;6;8;11,6.0,19.0,3.0,9.0,,,,,1.0,1.0,555,620.0,1.23913475322096,-0.0345892447390054,,0.860291093587875,2.63157894736842,4.6171161354031565,-53.741379487301714,30.773195229599004,91.19331653720656,1354,Agrícola
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Scutiger,Scutiger mammatus,Scutiger mammatus,LC,,2004.0,Palearctic,2,1.0,68.0,2.1,436.0,,,,,2.0,5.0,2600,4200.0,8.35188396450041,2.31530680743794,,8.32509326934814,92.7106019622157,-4.921167148099483,-55.27848238627334,38.49855330656222,179.21088434622814,3665,Urbano
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,Hynobius nigrescens,Hynobius nigrescens,LC,,2004.0,Palearctic,,,70.0,3.68,40.0,,,,,1.0,7.0,0,2500.0,18.0622814290083,1.34666079732116,,14.4255886077881,98.381630611666,-5.73376045265036,-65.87417814658521,47.01230439620538,168.61592749743528,1956,Urbano
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,Rana graeca,Rana graeca,LC,,2009.0,Palearctic,1;2;5;7;9,7.0,75.0,2.8,800.0,3.0,,,,2.0,6.0,200,2000.0,12.2047999747406,-0.55305401570918,,10.8285703659058,96.0826395906517,0.36401427861326496,-55.9385563478563,25.195797086857628,79.10638237769044,3133,Urbano
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax,Pelophylax kurtmuelleri,Pelophylax kurtmuelleri,LC,,2009.0,Palearctic,1;2;3;5;8;9,9.0,75.0,2.246,10000.0,,,,,1.0,13.0,0,1000.0,13.1814509726145,-0.580678674965803,,11.7273454666138,95.109776267786,-9.486745638909369,-58.900895216384754,46.25598829508955,99.625514373621,849,Agrícola
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,Rana asiatica,Rana asiatica,LC,,2004.0,Palearctic,1;2;5;6;7;8;9;11,12.0,67.0,2.3,600.0,,,,,2.0,20.0,700,1000.0,7.42824801723161,0.0355103936294021,,6.25076103210449,77.9141877583947,-5.850598491177812,-67.63420824817582,20.829594695160274,173.79539263236376,1905,Bosque
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Iranodon,Iranodon gorganensis,Iranodon gorganensis,CR,B1 B2,2009.0,Palearctic,6,1.0,105.25,3.791666667,35.65416667,,,,,1.0,3.0,310,,7.94982003248655,1.58661298568432,,7.28362083435059,100.0,-1.5062906249698749,-55.13816355003812,39.810157879346676,86.59066842669492,469,Bosque
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,Hynobius okiensis,Hynobius okiensis,EN,B2,2004.0,Palearctic,4;5;9,3.0,72.0,3.68,41.38461538,,,,,1.0,3.0,,,15.0455183088779,-0.829246256086561,,14.1309237480164,92.9032258064516,-2.516600393315489,-63.17400196539799,32.43316619569082,99.74032185006959,923,Bosque
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,Pelobates varaldii,Pelobates varaldii,EN,B2,2004.0,Palearctic,2;8;9,4.0,53.4,1.15,2181.666667,,,,,1.0,5.0,0,350.0,18.5791494029688,4.15310767655227,,16.1430816650391,99.8139188686267,-0.728491512703787,-51.5071910692981,43.738446566974815,101.46003986346301,1967,Agrícola
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Salamandra,Salamandra algira,Salamandra algira,VU,B1 B2,2009.0,Palearctic,2;5,3.0,200.0,3.1,7.0,,,,,1.0,3.0,80,2450.0,15.405579265455,2.36067903708442,,14.2579231262207,99.8750856267881,-4.447425874105361,-73.41779731277126,41.635943387927085,170.156304173865,1206,Agrícola
Amphibians,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,Calotriton asper,Calotriton asper,NT,,2009.0,Palearctic,1;2;4;7;8;9;11,7.0,118.75,3.5,20.0,3.5,,,,1.0,7.0,175,3000.0,8.61970160034318,0.598241101215193,,7.18074750900269,73.3638937575839,1.735686929163375,-34.21958610957221,34.40323421435552,55.55453984075251,3528,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Varicorhinus,Varicorhinus beso,Varicorhinus beso,LC,,2010.0,Afrotropic,,,36.0,,3.0,,,3.2,,2.0,2.0,,,10.453557398789,2.02423227688687,,10.642560005188,87.3118748636774,7.277112118464629,-38.263606251606475,39.3159211016779,61.06804746821214,4065,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSTEOGLOSSIFORMES,MORMYRIDAE,Mormyrops,Mormyrops curtus,Mormyrops curtus,LC,,2010.0,Afrotropic,3;4;7;9,7.0,40.0,,3.0,,,3.2,,1.0,5.0,,,5.45698192334432,0.926747738850598,,4.42214584350586,65.1218398800078,-7.649362880759338,-50.1338400370273,35.05319392099835,136.76773222444064,1786,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Engraulicypris,Engraulicypris brevianalis,Engraulicypris brevianalis,LC,,2018.0,Afrotropic,3;8;9,4.0,7.5,,4.0,,,3.2,,2.0,9.0,,,8.19997665482715,-1.38063569006373,493843.1,7.1542010307312,86.0199245017357,0.34758214308228297,-36.66861377592406,44.345554118656494,109.56679864941,3529,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Pseudotropheus,Pseudotropheus fuscus,Pseudotropheus fuscus,LC,,2018.0,Afrotropic,9,1.0,11.0,,4.0,1.0,,2.0,,1.0,1.0,,,16.3209060033162,2.86374941893986,,16.1982126235962,31.8181818181818,-7.358637873096933,-31.69222167851398,34.28251957904696,144.93279794160614,604,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Lethrinops,Lethrinops christyi,Lethrinops christyi,LC,,2019.0,Afrotropic,5,1.0,18.3,,4.0,2.5,,3.1,,1.0,1.0,,,13.0459578546167,1.39202266826964,29600.1,12.469651222229,9.36082474226804,4.337193623851874,-70.02649676763028,35.694679699762276,89.96919142690743,1224,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,DISTICHODONTIDAE,Ichthyborus,Ichthyborus quadrilineatus,Ichthyborus quadrilineatus,VU,,2010.0,Afrotropic,2;5;7;9;11,7.0,20.8,,4.0,,,2.9,,3.0,1.0,,,7.45160556751448,0.66713362465355,,6.27285385131836,97.7363383289479,-2.0788059438541246,-46.61256862155883,27.515617592515355,186.43740162223412,417,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Alcolapia,Alcolapia grahami,Alcolapia grahami,VU,D2,2006.0,Afrotropic,,,20.0,,4.0,,,2.8,,2.0,1.0,,,,,,,,1.3084262371701794,-30.090269957895366,38.15129050431417,164.1412830761684,3707,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Nothobranchius,Nothobranchius polli,Nothobranchius polli,EN,B1 B2,2019.0,Afrotropic,2;3;9,3.0,6.0,,4.0,,,3.2,,2.0,2.0,,,7.39384934086846,0.74126302776684,1060.1,5.94627380371094,90.1471688700424,-6.334403275718428,-30.544987379991326,29.08714426009505,60.1619330825594,4494,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Haplochromis,Haplochromis brownae,Haplochromis brownae,CR,C2,2010.0,Afrotropic,5;8;9,6.0,10.4,,4.0,1.0,,3.9,,2.0,1.0,,1134.0,,,68800.1,,,-7.103044813132455,-47.850465346916494,37.31852043628946,167.5858215927551,1345,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Ptychochromis,Ptychochromis onilahy,Ptychochromis onilahy,EX,,2016.0,Afrotropic,5;8,3.0,8.6,,4.0,,,3.3,1.0,1.0,1.0,,,,,0.1,,,-0.23887438702090869,-69.23906082971325,25.090343467222098,195.4373558468377,790,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Glossolepis,Glossolepis multisquamata,Glossolepis multisquamata,LC,,2009.0,Australasia,3;4;7,4.0,12.0,,3.0,,,2.7,,2.0,2.0,,,5.5106345996751,2.67605002475853,86328.1,3.32217800617218,45.8802996145735,-2.8877452430008876,-48.756322605426234,24.784072770234765,191.36534308812094,3053,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Gobiomorphus,Gobiomorphus breviceps,Gobiomorphus breviceps,LC,,2014.0,Australasia,7,2.0,8.2,,3.0,3.0,,3.2,1.0,1.0,2.0,,,8.97768436477875,1.58575191619697,,7.90761995315552,69.6726655245084,8.80863890505626,-74.90709139915103,32.510892235759805,160.32256970381715,4288,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Gobiomorphus,Gobiomorphus basalis,Gobiomorphus basalis,LC,,2014.0,Australasia,7,2.0,9.0,,4.0,4.0,,3.2,1.0,1.0,1.0,,,10.3581863824973,3.20334602657441,,9.878746509552,78.4791407880616,5.306505076139306,-66.04898993999132,32.80458545331622,68.53906302218235,3788,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Potamosilurus,Potamosilurus latirostris,Potamosilurus latirostris,LC,,2009.0,Australasia,1;3;5,3.0,50.0,,2.0,,,3.5,,2.0,1.0,,,4.52729923465161,2.65774943355893,191459.1,3.43734860420227,46.5801807050305,4.9732723970109465,-31.9744578198018,28.043277947376172,136.4115148760681,2207,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Neochanna,Neochanna rekohua,Neochanna rekohua,LC,,2014.0,Australasia,7;8;11,3.0,7.5,,4.0,,,3.0,1.0,2.0,1.0,,,,,,,0.0,8.074394794918668,-60.13017423287202,23.947905511000698,92.63490932607331,1406,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Eleotris,Eleotris aquadulcis,Eleotris aquadulcis,NT,,2009.0,Australasia,1;2;3;4;5;8;9,8.0,25.0,,3.0,3.4,,3.8,,1.0,2.0,,,5.19508966469315,2.28516027923363,100810.1,3.34400057792664,46.7858169526472,-8.331551291159629,-46.272445240037314,21.17631617641691,195.5319415454371,3196,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias depressiceps,Galaxias depressiceps,VU,,2014.0,Australasia,5;7;8;11,5.0,8.2,,4.0,,,3.2,1.0,2.0,1.0,55,1280.0,10.4553091384557,1.32003045010996,1332.1,10.5508871078491,88.6038254495476,1.0438493984481312,-62.36132274154908,20.756954818634483,157.6228588042414,3155,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias fuscus,Galaxias fuscus,EN,A3 B1 B2,2019.0,Australasia,5;7;8;9;11,8.0,12.3,,4.0,8.0,,3.2,1.0,2.0,1.0,,,5.9533865629413,1.06839097273995,3372.1,4.68079710006714,54.6890150990442,1.6895213791153765,-32.348015079978474,28.14650870019427,141.61483846811288,3168,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Mogurnda,Mogurnda variegata,Mogurnda variegata,CR,B1,2009.0,Australasia,1;2;3;5;6;8;9,10.0,13.0,,4.0,,,3.4,,2.0,1.0,,,4.14050868034363,1.14050868034363,51.4,4.0,100.0,9.23872757094458,-42.2148571522731,33.85560326485812,154.26320639070894,1130,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias prognathus,Galaxias prognathus,CR,B2,2014.0,Australasia,2;3;7;8;9,5.0,9.1,,4.0,2.0,,3.1,1.0,2.0,1.0,450,,5.47062108765737,0.471072383997533,1626.1,3.8491575717926,48.7208366854385,-4.157049464149023,-60.165697908836435,41.787298439183814,115.69686936645208,503,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Toxabramis,Toxabramis houdemeri,Toxabramis houdemeri,LC,,2012.0,IndoMalay,,,14.8,,3.0,,,3.2,,2.0,2.0,,,13.8121609244181,-0.754748508286686,,11.0579404830933,95.8772697019203,-5.183424401691063,-39.37073604688331,34.24615102142027,105.910512715641,3570,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Nemacheilus,Nemacheilus guentheri,Nemacheilus guentheri,LC,,2011.0,IndoMalay,5,1.0,5.6,,4.0,,,2.8,,1.0,1.0,,,14.7738892652853,0.0522101387066263,,13.7188830375671,99.8562033859309,-7.994121154690044,-70.1325513985648,47.12152458305845,190.36993691599463,2534,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Cyclocheilichthys,Cyclocheilichthys armatus,Cyclocheilichthys armatus,LC,,2011.0,IndoMalay,5;7;9,4.0,23.0,,3.0,,,3.4,2.0,2.0,4.0,,,11.4659522262826,1.45155339800459,,11.4432821273804,85.7588431908771,-9.671407408170516,-57.345647697054325,21.056594137262213,99.78907021890299,3801,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Labiobarbus,Labiobarbus siamensis,Labiobarbus siamensis,LC,,2011.0,IndoMalay,5;7,3.0,22.0,,3.0,,,2.3,2.0,2.0,2.0,,,12.7214287531135,1.20748233881704,,13.2518048286438,92.098394753655,8.59058633584381,-65.04518425207834,25.419818646219028,56.215419759907896,3026,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Schizothorax,Schizothorax progastus,Schizothorax progastus,LC,,2010.0,IndoMalay,1;3;7;9,5.0,50.0,,3.0,,,2.9,2.0,2.0,1.0,,1440.0,11.4101908010364,0.701768055716168,,10.0127954483032,95.5241460541814,3.398330931818201,-44.232309872577915,30.15543478310428,110.12602312316861,3507,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,SILURIDAE,Ompok,Ompok weberi,,NT,A3,2019.0,IndoMalay,,5.0,7.9,,4.0,,,3.5,,1.0,2.0,,,,,,,,5.703058240462756,-70.38991732026314,37.32488564195367,168.55105289325084,3375,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Pseudolaubuca,Pseudolaubuca hotaya,Pseudolaubuca hotaya,VU,A2,2009.0,IndoMalay,7;9,5.0,25.6,,3.0,,,3.2,,2.0,1.0,,,19.5771320181571,0.404190606835972,50.1,19.4114456176758,100.0,-4.365397884921018,-57.13383754727967,45.582084736818274,147.27025370733793,3298,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Homaloptera,Homaloptera montana,Homaloptera montana,EN,B1 B2,2011.0,IndoMalay,8;9,2.0,7.3,,,,,2.9,,1.0,1.0,400,1100.0,13.9028216268153,-0.618370514755968,1506.1,11.8764700889587,100.0,1.7282033237265342,-62.55076214058647,30.506058558697294,194.3256163216812,2720,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Schizothorax,Schizothorax nepalensis,Schizothorax nepalensis,CR,B1,2010.0,IndoMalay,5;6;9,3.0,7.9,,4.0,,,2.0,,2.0,1.0,2990,2990.0,,,12.6,,,-8.720894677580377,-52.214568630428815,28.039660475132603,65.93028014287064,1521,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,SCHILBEIDAE,Platytropius,Platytropius siamensis,Platytropius siamensis,EX,,2011.0,IndoMalay,7;9,6.0,20.0,,4.0,,,3.3,,1.0,2.0,,,,,0.1,,,-0.2874480813075415,-59.25460437732545,21.856675065286872,186.7319453344075,2700,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ICTALURIDAE,Noturus,Noturus gyrinus,Noturus gyrinus,LC,,2013.0,Nearctic,,,13.0,,4.0,,,3.3,1.0,1.0,4.0,,,11.5828538297431,-0.73688787606939,,8.14001274108887,70.6941014396363,9.549902794888936,-43.211524004984504,44.63910433094313,105.32737908710932,3672,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,Menidia audens,Menidia audens,LC,,2013.0,Nearctic,,,15.0,,4.0,,,3.2,1.0,3.0,2.0,,,10.0057022138974,-0.569906131828559,,6.78299522399902,75.3378908087428,7.530104906331815,-73.89403390618652,31.38999329620037,121.10038781328684,1134,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Notropis hudsonius,Notropis hudsonius,LC,,2013.0,Nearctic,,,15.0,,3.0,,,2.1,1.0,2.0,1.0,,,3.7007592853863,-0.420920202430222,,0.0564338304102421,22.4440045439304,-3.236820963263087,-46.470588541234164,37.14650586250803,114.27232317338516,199,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Etheostoma,Etheostoma inscriptum,Etheostoma inscriptum,LC,,2013.0,Nearctic,,,8.0,,4.0,,,3.3,1.0,2.0,1.0,,,13.6999938190151,-0.641287308048007,20000.1,10.0638370513916,89.1838121922509,9.231403090829971,-64.62429196377809,49.50666254513661,67.46784216386621,457,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Notropis baileyi,Notropis baileyi,LC,,2013.0,Nearctic,,,9.0,,3.0,,,2.8,1.0,2.0,1.0,,,9.12068607499573,-0.2887655390125,,6.13246846199036,71.8704090912624,-5.36596747057591,-62.90809370594178,20.047837118128836,87.16946835877832,1319,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Notropis hypsilepis,Notropis hypsilepis,NT,,2014.0,Nearctic,7;9,3.0,5.1,,4.0,,,2.9,1.0,2.0,1.0,,,14.244631689499,-0.872423866865749,,10.0481133460999,91.3238759081092,8.986376448313628,-38.98849783874144,24.36350422096598,161.34073538446881,161,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia clarkhubbsi,Gambusia clarkhubbsi,VU,D2,2013.0,Nearctic,7;8;9,3.0,5.8,,4.0,,,3.2,1.0,2.0,1.0,,,7.91427906058145,0.762011328078228,,4.26239824295044,56.9830386142187,8.827554094129972,-31.999422270881063,43.373329820580665,53.451131276854284,2019,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,Cyprinodon radiosus,Cyprinodon radiosus,EN,B1 B2,2013.0,Nearctic,6;7;8,5.0,4.0,,4.0,,,3.0,1.0,2.0,4.0,,,2.24491796883615,0.0413575849917167,,0.917096197605133,17.5687409551375,5.984051747047834,-60.7552405487811,44.153824556235136,70.08316615794118,1954,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Scaphirhynchus,Scaphirhynchus suttkusi,Scaphirhynchus suttkusi,CR,A4,2004.0,Nearctic,1;2;3;4;5;6;7;8;9,16.0,76.0,,1.0,,,3.7,2.0,1.0,2.0,,,8.9024300218349,-0.413946186949374,,5.53833389282227,66.6541723281638,2.608958737335822,-37.7937628333916,43.077413570982664,53.78152531870251,1191,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Etheostoma,Etheostoma sellare,Etheostoma sellare,EX,,2013.0,Nearctic,7;9,3.0,8.4,,4.0,,,3.3,1.0,2.0,1.0,,,23.789394450178,-0.642472729978172,0.1,22.169361114502,99.5086984536082,7.48575933249894,-70.32041229129452,36.10996673128488,178.60820859853237,3903,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,CALLICHTHYIDAE,Corydoras,Corydoras weitzmani,Corydoras weitzmani,LC,,2016.0,Neotropic,9,1.0,5.5,,4.0,,,3.0,,1.0,1.0,,,6.59044994357771,0.508160735446771,,5.53066110610962,63.7864290409758,-4.139594309844066,-46.47082561466776,49.36570943069168,142.59872416726694,3734,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Knodus,Knodus megalops,Knodus megalops,LC,,2016.0,Neotropic,9,1.0,6.9,,,,,3.0,,2.0,2.0,200,620.0,2.16541038048074,0.568568167519225,,1.25438618659973,14.4228388395138,6.978871106258364,-41.203546520928654,31.885536799859615,75.48929931778383,4149,Agrícola
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,TRICHOMYCTERIDAE,Trichomycterus,Trichomycterus longibarbatus,Trichomycterus longibarbatus,LC,,2009.0,Neotropic,5,1.0,5.8,,2.0,,,3.2,,2.0,2.0,,,8.73785944487534,2.4646134890762,1154.1,7.25809574127197,88.0718954248366,2.357533838350477,-67.98099323844946,38.058310943393366,165.31583345806303,2752,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Panaqolus,Panaqolus gnomus,Panaqolus gnomus,LC,,2016.0,Neotropic,9,2.0,7.1,,4.0,,,,,2.0,1.0,100,300.0,3.31645331865241,1.19785142211575,,2.4053201675415,29.7696396928529,-9.73526284482201,-55.82989255486977,21.90107013646545,195.02008961773308,2074,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Anablepsoides,Anablepsoides lungi,Anablepsoides lungi,LC,,2009.0,Neotropic,5,1.0,7.1,1.2,4.0,,,3.3,1.0,2.0,3.0,,,1.24165255199456,0.388315172813789,83811.1,0.261784940958023,8.46944732358793,-3.055329641355609,-34.82817760879583,32.295723497220166,190.18405617950273,2091,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,HEPTAPTERIDAE,Imparfinis,Imparfinis cochabambae,Imparfinis cochabambae,NT,,2016.0,Neotropic,3;7;9,4.0,6.0,,4.0,,,3.1,,1.0,1.0,150,600.0,5.77895479794809,1.05793377381433,31000.1,4.00020503997803,51.4803156790292,-7.0371827810367,-70.33896914482325,41.675002625297665,188.2321321718248,582,Desierto
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Pseudotocinclus,Pseudotocinclus tietensis,Pseudotocinclus tietensis,VU,B1,2009.0,Neotropic,7;8;9,5.0,6.2,,4.0,,,2.0,,1.0,1.0,,,20.0617961124227,2.23775373474565,13643.1,18.6352243423462,99.5631720430108,9.636587796365063,-74.18566388093362,27.16216522312098,51.17153231086149,1949,Urbano
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Austrolebias,Austrolebias viarius,Austrolebias viarius,EN,B1,2017.0,Neotropic,1;2;3;5;7;9;11,9.0,8.0,,4.0,1.0,,3.2,1.0,2.0,1.0,5,66.0,,,4000.1,,,-0.43259385920023874,-48.42365794284298,48.314827672194454,138.35202334779177,2053,Bosque
Fishes,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Sturisomatichthys,Sturisomatichthys frenatus,Sturisomatichthys frenatus,CR,B2,2016.0,Neotropic,2;9,3.0,24.0,,,,,2.4,,1.0,1.0,,,6.09188761251519,-1.2574645829488,9.1,4.6723108291626,65.9036144578313,-0.05217269002674563,-55.401080676107995,40.60350102929867,88.49489249585439,1537,Bosque
